d,o,flow_in,flow_out
67,52,1026,1053
67,53,631,642
67,54,802,821
67,55,90,108
67,56,168900,174910
67,58,30721,31389
67,60,63223,64060
67,61,1,1
67,62,18248,18405
67,63,1,2
67,64,11643,11787
67,65,0,2
67,67,20,21
67,68,3,17
67,70,7,7
67,98,3703,3744
67,99,3057,3093
67,102,66212,67143
67,103,4,14
67,126,0,1
67,127,3062,3081
67,128,3584,3606
67,129,2049,2074
67,130,3129,3146
67,132,1381,1395
67,133,75,103
67,480,39,42
67,482,171,229
67,483,49,53
67,511,6,12
67,512,3,4
67,514,12,21
67,516,14,14
67,518,53,59
67,519,34,39
67,521,8,12
67,522,0,14
67,523,1,4
67,524,0,5
67,526,94,203
67,527,0,1
67,528,106,126
67,529,0,2
67,832,4416,4455
67,856,54,59
67,857,493,508
67,859,679,692
67,860,26,30
67,862,505,514
67,863,3041,3532
67,877,239,255
67,879,130,144
67,880,0,2
67,881,0,6
67,882,610,630
67,883,91,94
67,884,158,198
67,885,5,8
67,886,18,32
67,887,200,205
67,888,6,18
67,889,35,44
67,890,100,130
67,892,500,513
67,893,0,1
67,894,341,370
67,895,126,145
67,896,420,451
67,900,47,49
67,901,51,52
67,902,3,11
67,903,263,288
67,906,361,413
67,907,407,420
67,908,54,64
67,909,76,89
67,910,221,229
67,911,363,387
67,913,8,14
67,914,1,1
67,915,0,2
67,916,2,5
67,917,5,16
67,918,11,11
67,919,5,7
67,920,8,11
67,921,77,106
67,922,23,36
67,923,45,63
67,924,15,28
67,925,0,1
67,926,5,6
67,927,0,2
67,928,51,56
67,929,157,209
67,930,47,88
67,931,143,194
67,932,54,98
67,933,3,5
67,934,5,5
67,936,16,29
67,937,3,3
67,938,238,295
67,939,0,4
67,940,53,112
67,941,2,3
67,942,5,7
67,943,0,1
67,946,0,3
68,8,33224,50724
68,11,36907,58862
68,12,12608,20019
68,13,5714,9507
68,14,1028,1942
68,15,486,844
68,20,127,219
68,21,129362,201636
68,23,357,621
68,24,18,37
68,25,8,21
68,27,8,19
68,28,6,28
68,50,3,4
68,51,4,7
68,52,1,7
68,53,6,25
68,54,24,40
68,55,28,75
68,56,4,14
68,58,1,5
68,60,2,5
68,61,0,3
68,63,3,4
68,66,0,1
68,67,2,7
68,68,1508,2230
68,70,888042,1559321
68,98,393,684
68,99,109,245
68,102,1,1
68,103,1173054,1756760
68,127,3,7
68,128,5,7
68,129,11,15
68,130,3,12
68,132,142,182
68,133,5,6
68,480,862,1282
68,482,1648,3030
68,483,5436,7726
68,511,148,212
68,512,97,155
68,514,70,134
68,516,181,300
68,518,5799,7546
68,519,5480,6821
68,521,1690,2194
68,522,5,8
68,523,399,567
68,524,1,2
68,526,2074,3740
68,527,10,11
68,528,1591,3277
68,832,16,24
68,856,71,98
68,857,19,36
68,859,36,53
68,860,3,9
68,862,21,30
68,863,76,188
68,877,230,321
68,879,40,77
68,882,117,292
68,883,11,21
68,884,55,113
68,885,1,2
68,886,13,23
68,887,58,101
68,888,0,3
68,889,52,63
68,890,43,125
68,892,32,45
68,894,17,25
68,895,23,38
68,896,118,315
68,900,1366,2392
68,901,2305,3629
68,902,338,581
68,903,121,3635
68,906,36,55
68,907,41,59
68,908,36,45
68,909,29,34
68,910,88,130
68,911,212,300
68,913,330460,535169
68,914,37384,62706
68,915,141435,206794
68,916,157917,254451
68,917,256901,453665
68,918,54053,96464
68,919,35992,64796
68,920,148842,228139
68,921,373007,668443
68,922,73314,138630
68,923,263488,440435
68,924,20791,47476
68,926,6863,15328
68,927,8925,12382
68,928,222,301
68,929,681,963
68,930,505,950
68,931,2169,3582
68,932,3672,6031
68,933,2744,4371
68,934,5950,18966
68,936,4746,14256
68,937,6096,10646
68,938,66292,223637
68,939,39299,78977
68,940,201,312
68,941,2,3
68,942,11,102
68,946,5354,10068
70,8,2663,9548
70,11,737,2785
70,12,326,1078
70,13,269,1008
70,14,126,416
70,15,185,878
70,20,66,229
70,21,12349,25782
70,22,1,1
70,23,152,1166
70,24,7,48
70,25,13,81
70,27,5,44
70,28,12,108
70,47,0,1
70,48,0,1
70,49,0,3
70,50,2,9
70,51,3,5
70,52,11,21
70,53,8,89
70,54,22,126
70,55,20,221
70,56,0,22
70,58,0,10
70,60,4,14
70,61,4,46
70,63,5,14
70,65,0,1
70,66,0,3
70,67,2,19
70,68,954336,2535926
70,70,157,328
70,98,319,938
70,99,81,528
70,102,1,2
70,103,16676,60598
70,127,2,55
70,128,4,55
70,129,8,49
70,130,8,57
70,132,221,424
70,133,2,6
70,480,518,1429
70,482,393,1772
70,483,1505,3775
70,511,22,74
70,512,22,63
70,514,108,212
70,516,290,609
70,518,1347,3455
70,519,1275,2954
70,521,245,1019
70,522,0,2
70,523,143,352
70,524,1,2
70,526,360,1408
70,527,2,2
70,528,525,3343
70,832,14,63
70,856,14,73
70,857,26,106
70,859,28,198
70,860,2,7
70,862,5,104
70,863,64,586
70,877,68,149
70,879,40,141
70,881,0,1
70,882,167,818
70,883,13,427
70,884,35,823
70,885,1,559
70,886,1,44
70,887,39,188
70,888,1,7
70,889,16,151
70,890,20,408
70,892,19,71
70,894,7,70
70,895,12,162
70,896,53,485
70,900,352,1000
70,901,151,505
70,902,18,103
70,903,6,656
70,906,51,147
70,907,34,125
70,908,14,76
70,909,6,39
70,910,146,271
70,911,167,483
70,913,5022,15354
70,914,1590,3591
70,915,1318,5521
70,916,13074,39077
70,917,6971,27619
70,918,4204,17606
70,919,1148,4139
70,920,9712,22122
70,921,8469,33015
70,922,2289,8453
70,923,5651,19252
70,924,974,3668
70,926,579,2429
70,927,955,4399
70,928,48,159
70,929,505,1118
70,930,197,754
70,931,281,1252
70,932,619,2681
70,933,104,314
70,934,116,752
70,936,244,1252
70,937,177,731
70,938,2154,9089
70,939,1756,5319
70,940,125,413
70,941,0,5
70,942,15,357
70,946,160,507
98,8,8676,8888
98,11,8002,8058
98,12,23538,23685
98,13,23250,23698
98,14,10579,10636
98,15,16,17
98,19,27626,27954
98,20,18722,18891
98,21,14937,15316
98,22,192,198
98,23,164160,164804
98,24,17507,17891
98,25,31908,32117
98,27,19752,20083
98,28,33652,34019
98,48,44,47
98,49,49,53
98,50,263,266
98,51,406,411
98,52,2601,2625
98,53,4182,4246
98,54,7433,7602
98,55,19720,20979
98,56,2394,2486
98,58,2919,2931
98,60,3006,3046
98,61,6273,7038
98,63,4075,4098
98,65,946,953
98,66,2352,2380
98,67,5735,5794
98,68,934,974
98,70,949,971
98,98,4426,4452
98,99,158085,161880
98,102,498,502
98,103,155,281
98,127,5628,5657
98,128,9618,9678
98,129,6796,6892
98,130,9307,9344
98,132,5036,5070
98,133,102,104
98,480,2180,2201
98,482,2908,3081
98,483,3607,3658
98,511,85,91
98,512,123,125
98,514,572,588
98,516,1776,1833
98,518,3829,3878
98,519,3251,3349
98,521,928,959
98,522,2,2
98,523,433,435
98,524,2,5
98,526,3074,3376
98,527,7,11
98,528,7909,8598
98,832,22834,23053
98,856,67332,68939
98,857,54330,54782
98,859,15377,15464
98,860,1925,1943
98,862,10161,10202
98,863,61884,63276
98,877,66333,67248
98,879,4454,4503
98,880,2,2
98,882,5200,5276
98,883,1442,1456
98,884,4886,4984
98,885,293,297
98,886,1402,1448
98,887,9181,9252
98,888,306,327
98,889,3275,3465
98,890,4859,5098
98,892,27390,27497
98,894,11037,11088
98,895,21770,21882
98,896,94713,95309
98,900,791,796
98,901,901,906
98,902,165,167
98,903,2325,2361
98,906,1778,1827
98,907,1147,1165
98,908,167,172
98,909,142,143
98,910,409,417
98,911,630,649
98,913,4456,4680
98,914,63,66
98,915,15,15
98,916,44,55
98,917,1394,1951
98,918,1345,1363
98,919,507,510
98,920,1711,1811
98,921,5961,6306
98,922,1710,1720
98,923,2328,2942
98,924,544,552
98,926,160,169
98,927,37,37
98,928,103,106
98,929,1189,1209
98,930,789,833
98,931,1716,1763
98,932,2428,2589
98,933,58,60
98,934,279,282
98,936,200,209
98,937,237,238
98,938,4380,4500
98,939,242,243
98,940,257,380
98,941,1065,1077
98,942,58114,62088
98,946,42,42
99,8,8006,8327
99,11,7144,7265
99,12,37385,37916
99,13,30342,31382
99,14,22917,23194
99,15,8,8
99,19,36919,37792
99,20,15599,15869
99,21,6931,7351
99,22,74556,75241
99,23,81660,82709
99,24,7459,7647
99,25,57986,58716
99,27,55773,57540
99,28,178681,182048
99,48,306,310
99,49,431,440
99,50,2004,2029
99,51,2071,2084
99,52,9627,9778
99,53,12558,12861
99,54,14905,15372
99,55,12969,13651
99,56,25543,33651
99,58,25828,26647
99,60,25127,25325
99,61,22357,24887
99,63,6138,6214
99,65,1853,1928
99,66,1157,1182
99,67,4224,4274
99,68,420,448
99,70,514,524
99,98,136955,139118
99,99,992,1029
99,102,7686,7774
99,103,305,633
99,127,29881,30195
99,128,50968,51722
99,129,24580,24927
99,130,59264,59780
99,132,26301,26693
99,133,612,628
99,480,1097,1140
99,482,2348,2908
99,483,1408,1516
99,511,56,63
99,512,76,77
99,514,525,558
99,516,787,890
99,518,1032,1088
99,519,952,999
99,521,392,464
99,522,3,3
99,523,123,126
99,524,2,2
99,526,4651,9235
99,527,2,5
99,528,4556,5245
99,529,0,1
99,832,47958,48971
99,856,4478,4604
99,857,24102,24437
99,859,19363,19672
99,860,1262,1283
99,862,6643,6709
99,863,56596,59681
99,877,18591,19338
99,879,6646,6816
99,880,2,2
99,882,10963,11317
99,883,2015,2045
99,884,4788,5174
99,885,266,319
99,886,1159,1379
99,887,4964,5106
99,888,270,329
99,889,1867,2266
99,890,2852,3325
99,892,73807,75154
99,894,6568,6704
99,895,4931,5041
99,896,32590,33246
99,900,1412,1441
99,901,9982,10125
99,902,177,179
99,903,50483,52537
99,906,5184,5374
99,907,9294,9429
99,908,1093,1135
99,909,825,842
99,910,2094,2152
99,911,3155,3239
99,913,1851,2014
99,914,59,65
99,915,9,9
99,916,35,58
99,917,898,1389
99,918,941,988
99,919,390,400
99,920,554,787
99,921,4566,5115
99,922,1976,2107
99,923,2016,2782
99,924,492,698
99,926,257,288
99,927,20,21
99,928,471,483
99,929,1726,1779
99,930,455,530
99,931,1844,1979
99,932,1610,1908
99,933,48,59
99,934,286,303
99,936,529,678
99,937,205,213
99,938,9399,10126
99,939,73,79
99,940,760,1414
99,941,847,879
99,942,35364,37981
99,946,81,82
102,8,13,14
102,11,27,27
102,12,135,138
102,13,237,250
102,14,175,177
102,19,167,171
102,20,106,106
102,21,39,44
102,22,493,496
102,23,1070,1078
102,24,149,155
102,25,292,293
102,27,7698,7804
102,28,17621,17923
102,48,23,24
102,49,14,15
102,50,94,96
102,51,140,140
102,52,3642,3670
102,53,13626,13709
102,54,22153,22724
102,55,27045,28897
102,56,82,85
102,57,205642,207459
102,58,13,13
102,59,340541,343244
102,60,4,4
102,61,222253,250656
102,63,109232,113017
102,65,31155,32538
102,66,59722,60766
102,67,71215,73581
102,68,7,7
102,98,821,841
102,99,10632,10928
102,102,121,121
102,103,1,1
102,127,95509,95903
102,128,56396,56851
102,129,28754,29068
102,130,41979,42074
102,132,6231,6272
102,133,88,90
102,480,9,9
102,482,16,21
102,483,6,8
102,511,3,4
102,512,1,1
102,514,4,4
102,516,7,7
102,518,10,10
102,519,8,10
102,521,11,12
102,523,1,1
102,526,32,55
102,528,27,33
102,832,6587,6666
102,856,146,147
102,857,104,108
102,859,453,462
102,860,38,38
102,862,129,130
102,863,1830,2091
102,877,66,73
102,879,48,50
102,882,65,73
102,883,77,78
102,884,154,180
102,885,3,4
102,886,12,14
102,887,38,39
102,889,14,18
102,890,56,75
102,892,245,248
102,894,533,546
102,895,526,554
102,896,1321,1412
102,900,10,10
102,901,18,19
102,902,1,1
102,903,148,161
102,906,2541,2680
102,907,1109,1125
102,908,180,186
102,909,74,74
102,910,99,101
102,911,115,123
102,913,5,6
102,916,1,1
102,917,2,8
102,918,7,9
102,919,1,2
102,920,0,9
102,921,14,16
102,922,17,19
102,923,15,15
102,924,5,8
102,926,2,3
102,928,17,17
102,929,65,68
102,930,16,18
102,931,52,62
102,932,43,48
102,933,1,1
102,934,2,4
102,936,4,4
102,938,72,90
102,940,40,47
102,941,14022,14222
102,942,581840,617962
103,8,4060,21852
103,11,880,2486
103,12,261,1131
103,13,162,718
103,14,35,269
103,15,39,275
103,20,6,56
103,21,4889,18823
103,22,1,1
103,23,46,572
103,24,4,9
103,25,0,110
103,27,2,45
103,28,7,79
103,48,0,1
103,49,1,1
103,50,3,8
103,51,1,2
103,52,45,60
103,53,3,43
103,54,15,102
103,55,10,252
103,56,0,15
103,58,0,14
103,60,0,2
103,61,0,3
103,63,0,3
103,66,0,19
103,67,1,18
103,68,935038,1994912
103,70,17109,66680
103,98,24,227
103,99,9,485
103,102,0,2
103,103,92,255
103,127,0,14
103,128,10,36
103,129,14,27
103,130,9,51
103,132,40,232
103,133,0,3
103,480,314,1091
103,482,319,3343
103,483,1091,3457
103,511,5,27
103,512,19,50
103,514,28,80
103,516,109,296
103,518,1031,3252
103,519,827,2986
103,521,275,1381
103,522,1,2
103,523,95,358
103,524,0,1
103,526,498,3593
103,527,1,3
103,528,412,2468
103,832,1,56
103,856,2,28
103,857,1,67
103,859,6,62
103,860,0,3
103,862,0,229
103,863,16,504
103,877,15,57
103,879,1,140
103,882,25,158
103,883,1,296
103,884,2,358
103,885,0,2
103,886,0,10
103,887,3,37
103,888,0,1
103,889,0,25
103,890,5,375
103,892,5,41
103,893,0,1
103,894,2,60
103,895,5,82
103,896,6,335
103,900,254,1010
103,901,147,908
103,902,47,168
103,903,4,1247
103,906,35,89
103,907,17,56
103,908,24,68
103,909,18,50
103,910,32,130
103,911,124,351
103,913,20672,70924
103,914,2610,10499
103,915,4629,20387
103,916,4282,18189
103,917,12800,57715
103,918,2330,13596
103,919,1343,6466
103,920,3476,9845
103,921,8065,37070
103,922,1906,11345
103,923,5292,18658
103,924,1060,4548
103,926,588,4479
103,927,4047,9835
103,928,29,139
103,929,160,800
103,930,128,625
103,931,442,1621
103,932,986,4272
103,933,72,256
103,934,136,829
103,936,185,1067
103,937,141,726
103,938,1307,10578
103,939,3317,16566
103,940,64,231
103,941,0,1
103,942,3,376
103,946,140,645
127,8,238,250
127,11,350,353
127,12,2132,2219
127,13,2099,2177
127,14,1573,1589
127,15,4,4
127,19,3006,3045
127,20,947,962
127,21,529,558
127,22,4017,4056
127,23,9239,9341
127,24,760,771
127,25,4000,4034
127,27,25015,25259
127,28,36340,37003
127,48,51,53
127,49,129,130
127,50,643,653
127,51,1184,1189
127,52,5194,5230
127,53,4622,4672
127,54,7884,8111
127,55,9086,9781
127,56,152295,157252
127,58,38912,39171
127,60,6947,7083
127,61,3084,3318
127,63,14066,14320
127,65,11654,11757
127,66,5072,5155
127,67,5820,5931
127,68,22,26
127,70,58,59
127,98,8635,8715
127,99,42747,43191
127,102,137328,138643
127,103,13,36
127,126,0,1
127,127,108,123
127,128,30115,30293
127,129,31164,31445
127,130,4686,4726
127,132,14915,15053
127,133,261,268
127,480,129,140
127,482,152,184
127,483,115,126
127,511,12,13
127,512,7,10
127,514,16,17
127,516,57,65
127,518,175,179
127,519,145,151
127,521,50,57
127,522,0,1
127,523,19,21
127,526,224,372
127,527,1,1
127,528,251,299
127,832,21889,22127
127,856,242,252
127,857,1837,1857
127,859,3696,3741
127,860,181,181
127,862,1918,1939
127,863,11135,12313
127,877,1180,1226
127,879,549,573
127,880,3,3
127,882,915,977
127,883,175,176
127,884,450,615
127,885,53,62
127,886,119,146
127,887,635,650
127,888,65,72
127,889,218,249
127,890,386,484
127,892,2682,2701
127,894,2053,2104
127,895,951,973
127,896,5592,5683
127,900,136,138
127,901,182,183
127,902,70,70
127,903,346,366
127,906,4853,5356
127,907,2921,2999
127,908,755,794
127,909,555,560
127,910,1103,1135
127,911,1759,1881
127,913,72,91
127,914,1,1
127,915,1,1
127,916,5,11
127,917,36,78
127,918,74,79
127,919,20,20
127,920,28,52
127,921,419,465
127,922,175,196
127,923,216,304
127,924,55,71
127,925,0,1
127,926,74,77
127,928,229,237
127,929,661,833
127,930,180,264
127,931,818,1188
127,932,278,392
127,933,6,6
127,934,14,15
127,936,28,45
127,937,17,18
127,938,373,476
127,939,6,6
127,940,425,612
127,941,3146,3159
127,942,36707,39037
127,946,7,7
128,8,468,497
128,11,231,238
128,12,1809,1825
128,13,1911,1962
128,14,1519,1527
128,15,6,6
128,19,3513,3566
128,20,1236,1245
128,21,937,952
128,22,5409,5415
128,23,11507,11622
128,24,752,772
128,25,5831,5855
128,27,36362,36681
128,28,119404,121814
128,48,282,285
128,49,160,162
128,50,891,905
128,51,1754,1765
128,52,3691,3721
128,53,4035,4085
128,54,8974,9247
128,55,14579,15199
128,56,62225,63972
128,58,22979,23036
128,60,35991,36269
128,61,8896,10239
128,63,12562,12675
128,65,1940,1982
128,66,2470,2564
128,67,3945,3972
128,68,21,25
128,70,54,54
128,98,10107,10166
128,99,54024,54359
128,102,64557,64853
128,103,25,38
128,127,30313,30387
128,128,61,62
128,129,9553,9727
128,130,44143,44242
128,132,13483,13578
128,133,7130,7231
128,480,336,337
128,482,423,510
128,483,378,381
128,511,6,7
128,512,11,11
128,514,50,53
128,516,120,124
128,518,320,325
128,519,285,288
128,521,73,76
128,522,1,1
128,523,27,27
128,526,350,560
128,527,1,4
128,528,428,461
128,832,23846,24035
128,856,213,222
128,857,1610,1620
128,859,5268,5291
128,860,275,280
128,862,2745,2764
128,863,17540,17990
128,877,605,615
128,879,702,710
128,882,1538,1553
128,883,952,962
128,884,1124,1194
128,885,66,73
128,886,207,225
128,887,692,704
128,888,51,62
128,889,245,266
128,890,798,945
128,892,2413,2418
128,894,5108,5143
128,895,2978,3005
128,896,8754,8858
128,900,454,457
128,901,574,576
128,902,24,24
128,903,1453,1472
128,906,5914,6156
128,907,4257,4283
128,908,1626,1694
128,909,1526,1560
128,910,6482,6631
128,911,5380,5449
128,913,82,85
128,914,6,6
128,915,3,3
128,916,38,39
128,917,62,112
128,918,79,79
128,919,55,56
128,920,55,62
128,921,310,330
128,922,115,134
128,923,119,165
128,924,43,46
128,926,20,21
128,927,3,3
128,928,755,767
128,929,2503,2565
128,930,524,570
128,931,1988,2039
128,932,887,957
128,933,2,2
128,934,29,30
128,936,36,64
128,937,7,12
128,938,341,395
128,939,5,5
128,940,980,1870
128,941,760,763
128,942,33733,35487
128,946,5,5
129,8,618,638
129,11,197,207
129,12,685,688
129,13,1559,1599
129,14,1254,1261
129,15,9,9
129,19,914,934
129,20,714,719
129,21,791,824
129,22,2780,2793
129,23,7507,7545
129,24,606,619
129,25,3549,3667
129,27,9851,9964
129,28,38439,39218
129,48,722,725
129,49,377,382
129,50,1132,1148
129,51,2059,2073
129,52,1663,1684
129,53,4258,4324
129,54,10451,10756
129,55,7436,7947
129,56,25847,27527
129,58,17585,17722
129,60,16027,16197
129,61,3611,4021
129,63,5688,5768
129,65,667,684
129,66,1500,1580
129,67,2801,3451
129,68,12,14
129,70,41,41
129,98,6828,6866
129,99,23375,23544
129,102,36465,36817
129,103,8,16
129,127,30375,30482
129,128,15818,16007
129,129,59,61
129,130,20955,21080
129,132,4445,4529
129,133,14061,14282
129,480,253,254
129,482,230,271
129,483,373,385
129,511,3,4
129,512,18,18
129,514,59,64
129,516,308,321
129,518,819,828
129,519,339,340
129,521,146,155
129,522,1,1
129,523,56,56
129,524,1,1
129,526,380,443
129,527,1,2
129,528,552,603
129,832,18224,18372
129,856,143,150
129,857,1490,1509
129,859,2040,2054
129,860,203,206
129,862,1278,1285
129,863,13652,14129
129,877,624,629
129,879,292,298
129,882,553,572
129,883,238,239
129,884,823,906
129,885,36,39
129,886,162,183
129,887,660,664
129,888,20,20
129,889,184,193
129,890,354,413
129,892,1173,1179
129,894,2117,2129
129,895,925,931
129,896,5609,5658
129,900,268,275
129,901,312,314
129,902,33,33
129,903,640,662
129,906,6150,6585
129,907,4238,4293
129,908,1209,1278
129,909,1777,1805
129,910,6757,6874
129,911,7633,7871
129,913,38,41
129,914,5,5
129,915,5,5
129,916,8,13
129,917,108,147
129,918,96,99
129,919,49,49
129,920,42,55
129,921,386,411
129,922,88,106
129,923,177,236
129,924,47,52
129,926,12,12
129,928,421,447
129,929,1809,1919
129,930,348,414
129,931,1820,1917
129,932,876,1040
129,933,3,3
129,934,16,16
129,936,17,20
129,937,5,5
129,938,305,329
129,939,5,6
129,940,597,984
129,941,477,485
129,942,18106,19617
129,946,3,3
130,8,420,439
130,11,317,322
130,12,2621,2660
130,13,2399,2456
130,14,2569,2589
130,15,6,6
130,19,2379,2422
130,20,947,959
130,21,782,804
130,22,4328,4353
130,23,11344,11433
130,24,783,794
130,25,5361,5400
130,27,12835,12966
130,28,64815,66015
130,48,154,154
130,49,262,264
130,50,626,635
130,51,676,680
130,52,7660,7727
130,53,13967,14123
130,54,23940,24473
130,55,32529,34119
130,56,55122,56271
130,58,19549,19623
130,60,6359,6427
130,61,3041,3332
130,63,6987,7115
130,65,3036,3072
130,66,2493,2607
130,67,3262,3389
130,68,38,42
130,70,54,55
130,98,7833,7896
130,99,47726,48175
130,102,53195,53603
130,103,21,59
130,127,6875,6970
130,128,41451,41754
130,129,24013,24266
130,130,72,73
130,132,16196,16335
130,133,1005,1013
130,480,346,347
130,482,344,464
130,483,318,319
130,511,5,6
130,512,12,13
130,514,119,125
130,516,138,142
130,518,323,325
130,519,169,180
130,521,69,71
130,523,13,14
130,526,387,647
130,528,352,380
130,832,26210,26407
130,856,304,316
130,857,1986,2001
130,859,3602,3641
130,860,251,256
130,862,2038,2056
130,863,13274,13617
130,877,525,536
130,879,360,365
130,882,820,833
130,883,970,979
130,884,1295,1348
130,885,126,132
130,886,176,223
130,887,518,526
130,888,10,10
130,889,191,216
130,890,444,492
130,892,3271,3280
130,894,2602,2616
130,895,1698,1723
130,896,6176,6256
130,900,606,617
130,901,753,762
130,902,54,55
130,903,3151,3221
130,906,7601,7871
130,907,4675,4712
130,908,1531,1582
130,909,1194,1203
130,910,2311,2363
130,911,2648,2714
130,913,124,131
130,914,9,9
130,915,1,2
130,916,2,5
130,917,89,181
130,918,65,70
130,919,31,33
130,920,72,85
130,921,352,386
130,922,192,201
130,923,128,174
130,924,60,63
130,926,8,9
130,928,479,485
130,929,1680,1717
130,930,559,644
130,931,2117,2178
130,932,1162,1238
130,933,7,7
130,934,28,29
130,936,25,27
130,937,6,7
130,938,462,516
130,939,6,6
130,940,598,998
130,941,832,843
130,942,45592,47822
130,946,7,9
132,8,1945,2003
132,11,1038,1084
132,12,2280,2307
132,13,2155,2203
132,14,801,807
132,15,60,60
132,19,819,831
132,20,507,513
132,21,5112,5194
132,22,2483,2484
132,23,5712,5770
132,24,372,378
132,25,2351,2361
132,27,8939,9022
132,28,21231,21697
132,47,0,1
132,48,860,870
132,49,543,557
132,50,1767,1813
132,51,1446,1461
132,52,5584,5645
132,53,3076,3136
132,54,3292,3367
132,55,5846,6113
132,56,5967,6859
132,58,8873,8909
132,60,14005,14133
132,61,2587,2917
132,63,2675,2753
132,65,674,690
132,66,1905,1926
132,67,1897,1907
132,68,228,237
132,70,468,472
132,98,5381,5418
132,99,24001,24162
132,102,8516,8572
132,103,461,599
132,127,13852,13903
132,128,16827,16958
132,129,5039,5089
132,130,16356,16410
132,132,76,81
132,133,8316,8542
132,480,1532,1536
132,482,1841,2161
132,483,2513,2534
132,511,42,45
132,512,97,97
132,514,244,254
132,516,717,732
132,518,3860,3881
132,519,2487,2549
132,521,720,728
132,522,1,1
132,523,469,473
132,526,2281,2587
132,527,4,4
132,528,3797,4020
132,832,8219,8284
132,856,129,133
132,857,961,967
132,859,2136,2149
132,860,95,95
132,862,992,1003
132,863,11535,11833
132,877,461,468
132,879,411,416
132,882,621,630
132,883,438,444
132,884,675,743
132,885,23,27
132,886,119,145
132,887,509,513
132,888,17,18
132,889,277,293
132,890,567,605
132,892,1090,1094
132,894,1170,1174
132,895,1400,1408
132,896,10567,10660
132,900,1819,1834
132,901,3795,3816
132,902,474,476
132,903,6499,6583
132,906,12369,12486
132,907,30003,30179
132,908,13097,13551
132,909,16516,16598
132,910,152628,154795
132,911,97372,98405
132,913,342,347
132,914,63,64
132,915,47,47
132,916,205,242
132,917,820,1208
132,918,1395,1411
132,919,202,203
132,920,842,878
132,921,2955,3117
132,922,1043,1066
132,923,1189,1485
132,924,369,376
132,926,114,115
132,927,7,7
132,928,2947,3005
132,929,13270,13567
132,930,3057,3243
132,931,8830,9040
132,932,5105,5379
132,933,13,14
132,934,113,113
132,936,248,259
132,937,77,78
132,938,1611,1654
132,939,20,20
132,940,5130,7970
132,941,306,310
132,942,20998,21769
132,946,43,44
133,8,37,37
133,11,8,8
133,12,19,20
133,13,27,27
133,14,19,19
133,19,22,22
133,20,8,8
133,21,101,104
133,22,57,58
133,23,122,123
133,24,6,6
133,25,38,38
133,27,247,247
133,28,503,506
133,48,334314,336365
133,49,2093602,2112430
133,50,1572392,1591034
133,51,2173612,2192161
133,52,1314944,1399122
133,53,596369,601864
133,54,914545,931694
133,55,873974,926451
133,56,228,243
133,58,83,84
133,60,183,185
133,61,141,150
133,63,152,153
133,65,28,28
133,66,38,38
133,67,160,167
133,68,6,6
133,70,2,2
133,98,132,134
133,99,620,630
133,102,128,129
133,127,608,612
133,128,7950,7980
133,129,17793,18022
133,130,1517,1526
133,132,2920,2944
133,133,1098,1103
133,480,23,23
133,482,30,37
133,483,28,28
133,511,11,14
133,512,7,7
133,514,6,6
133,516,11,11
133,518,59,60
133,519,52,54
133,521,21,23
133,523,5,5
133,526,43,60
133,528,76,80
133,832,237,239
133,856,21,21
133,857,33,33
133,859,58,58
133,860,3,3
133,862,15,15
133,863,222,226
133,877,15,15
133,879,8,8
133,882,6,6
133,883,1,1
133,884,3,4
133,885,2,2
133,886,2,2
133,887,4,4
133,889,1,1
133,890,4,4
133,892,45,45
133,894,14,14
133,895,17,17
133,896,185,189
133,900,46,46
133,901,56,57
133,902,16,16
133,903,56,59
133,906,2700,2789
133,907,2275,2296
133,908,432,441
133,909,382,384
133,910,465,470
133,911,279,284
133,913,2,3
133,914,1,1
133,916,3,3
133,917,6,6
133,918,5,5
133,920,8,8
133,921,16,17
133,922,3,3
133,923,6,9
133,924,2,2
133,926,2,3
133,928,122,126
133,929,321,330
133,930,131,157
133,931,293,302
133,932,99,113
133,934,1,1
133,938,15,16
133,940,269,346
133,941,101,101
133,942,2745,3143
480,8,2656,2732
480,11,2580,2781
480,12,4066,4132
480,13,4603,4735
480,14,1260,1271
480,15,1607,1626
480,19,1,1
480,20,478,483
480,21,9354,9546
480,23,2261,2289
480,24,53,53
480,25,70,72
480,27,48,48
480,28,65,69
480,48,3,3
480,49,7,8
480,50,15,16
480,51,25,26
480,52,49,53
480,53,401,405
480,54,761,815
480,55,909,971
480,56,14,16
480,58,13,13
480,60,31,31
480,61,49,59
480,63,14,14
480,65,0,1
480,66,10,10
480,67,34,41
480,68,1483,1612
480,70,1047,1065
480,98,2645,2684
480,99,822,856
480,102,3,3
480,103,520,783
480,127,77,77
480,128,187,189
480,129,247,250
480,130,116,120
480,132,1289,1305
480,133,10,10
480,480,2580,2638
480,482,28832,30043
480,483,50736,51316
480,511,229587,371360
480,512,632160,1014354
480,514,177422,269225
480,515,0,1
480,516,137274,201043
480,517,1,1
480,518,141384,142661
480,519,71467,73862
480,521,22725,23115
480,522,16,22
480,523,7278,7394
480,524,4,10
480,526,19500,20472
480,527,33,38
480,528,30092,32602
480,529,0,4
480,832,47,47
480,856,108,112
480,857,95,96
480,859,240,248
480,860,15,15
480,862,357,368
480,863,1100,1133
480,877,339,343
480,879,338,341
480,882,1391,1412
480,883,273,277
480,884,540,555
480,885,42,43
480,886,74,76
480,887,517,524
480,888,29,30
480,889,233,248
