,11,12,13,14,15,19,20,98,22,23,24,25,99,832,27,28,127,130,128,129,132,906,907,908,909,910,911,940,928,929,930,931,932,8,21,133,48,49,50,51,52,53,54,55,56,102,57,58,59,60,61,62,63,64,65,66,67,941,942,68,103,70,939,917,918,919,920,921,922,946,923,924,926,927,934,935,933,936,937,938,511,512,513,514,515,516,517,480,483,518,519,521,522,523,524,525,529,481,482,526,527,528,856,857,859,860,862,863,877,879,880,882,883,884,885,886,887,888,889,890,892,894,895,896,900,901,902,903,913,914,915,916
11,0,1,2,3,5,6,7,8,9,10,11,12,14,15,16,17,19,20,21,22,20,19,18,17,16,15,14,13,11,10,9,8,7,3,2,27,26,25,24,23,22,22,23,24,24,23,22,21,20,19,19,20,21,22,23,24,25,26,27,6,5,4,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,13,12,11,10,9,8,7,6,6,7,8,9,10,11,12,13,14,15,16,17,18,19,13,12,12,13,14,15,5,5,6,8,9,10,11,12,13,14,15,16,14,15,16,17,7,9,10,11,4,4,5,6
12,1,0,1,2,4,5,6,7,8,9,10,11,13,14,15,16,18,19,20,21,21,20,19,18,17,16,15,14,12,11,10,9,8,4,3,28,27,26,25,24,23,23,24,25,23,22,21,20,19,18,18,19,20,21,22,23,24,25,26,7,6,5,3,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,14,13,12,11,10,9,8,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,12,11,11,12,13,14,4,4,5,7,8,9,10,11,12,13,14,15,13,14,15,16,8,10,11,12,5,5,6,7
13,2,1,0,1,3,4,5,6,7,8,9,10,12,13,14,15,17,18,19,20,22,21,20,19,18,17,16,15,13,12,11,10,9,5,4,28,27,26,25,24,23,23,24,25,22,21,20,19,18,17,17,18,19,20,21,22,23,24,25,6,5,6,4,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,14,13,12,11,10,9,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,11,10,10,11,12,13,3,3,4,6,7,8,9,10,11,12,13,14,12,13,14,15,9,11,12,13,6,6,7,8
14,3,2,1,0,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,22,22,21,20,19,18,17,16,14,13,12,11,10,6,5,27,26,25,24,23,22,22,23,24,21,20,19,18,17,16,16,17,18,19,20,21,22,23,24,5,4,5,5,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,16,15,14,13,12,11,10,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,10,9,9,10,11,12,2,2,3,5,6,7,8,9,10,11,12,13,11,12,13,14,10,12,13,14,7,7,8,9
15,5,4,3,2,0,1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,20,21,22,22,21,20,19,18,16,15,14,13,12,8,7,25,24,23,22,21,20,20,21,22,19,18,17,16,15,14,14,15,16,17,18,19,20,21,22,5,4,5,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,18,17,16,15,14,13,12,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,8,7,7,8,9,10,2,2,3,5,6,7,8,9,10,11,12,13,9,10,11,12,12,14,15,16,7,7,8,9
19,6,5,4,3,1,0,1,2,3,4,5,6,8,9,10,11,13,14,15,16,19,20,21,22,22,21,20,19,17,16,15,14,13,9,8,24,23,22,21,20,19,19,20,21,18,17,16,15,14,13,13,14,15,16,17,18,19,20,21,6,5,6,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,19,18,17,16,15,14,13,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,7,6,6,7,8,9,3,3,4,6,7,8,9,10,11,12,13,14,8,9,10,11,13,15,16,17,8,8,9,10
20,7,6,5,4,2,1,0,1,2,3,4,5,7,8,9,10,12,13,14,15,18,19,20,21,22,22,21,20,18,17,16,15,14,10,9,23,22,21,20,19,18,18,19,20,17,16,15,14,13,12,12,13,14,15,16,17,18,19,20,7,6,7,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,20,19,18,17,16,15,14,13,13,14,15,16,17,18,19,20,21,22,23,24,25,26,6,5,5,6,7,8,4,4,5,7,8,9,10,11,12,13,14,15,7,8,9,10,14,16,17,18,9,9,10,11
98,8,7,6,5,3,2,1,0,1,2,3,4,6,7,8,9,11,12,13,14,17,18,19,20,21,22,22,21,19,18,17,16,15,11,10,22,21,20,19,18,17,17,18,19,16,15,14,13,12,11,11,12,13,14,15,16,17,18,19,8,7,8,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,21,20,19,18,17,16,15,14,14,15,16,17,18,19,20,21,22,23,24,25,26,27,5,4,4,5,6,7,5,5,6,8,9,10,11,12,13,14,15,16,6,7,8,9,15,17,18,19,10,10,11,12
22,9,8,7,6,4,3,2,1,0,1,2,3,5,6,7,8,10,11,12,13,16,17,18,19,20,21,22,22,20,19,18,17,16,12,11,21,20,19,18,17,16,16,17,18,15,14,13,12,11,10,10,11,12,13,14,15,16,17,18,9,8,9,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,22,21,20,19,18,17,16,15,15,16,17,18,19,20,21,22,23,24,25,26,27,28,4,3,3,4,5,6,6,6,7,9,10,11,12,13,14,15,16,17,5,6,7,8,16,18,19,20,11,11,12,13
